,ident,type,name,latitude,longitude,elevation_ft,state,municipality,service,gps_code,iata_code,local_code,website,wikipedia,keywords
5364,4IL9,small_airport,Unzicker Airport,40.82749938964844,-89.12079620361328,745.0,IL,Benson,False,4IL9,,4IL9,,,
5365,4IN1,seaplane_base,Big Long Lake Seaplane Base,41.56449890136719,-85.23359680175781,955.0,IN,Kendallville,False,4IN1,,4IN1,,,
5366,4IN2,seaplane_base,Oliver Lake Seaplane Base,41.5702018737793,-85.4052963256836,900.0,IN,La Grange,False,4IN2,,4IN2,,,
5367,4IN3,heliport,East Clear Heliport,41.73500061035156,-84.82279968261719,1069.0,IN,Clear Lake,False,4IN3,,4IN3,,,
5368,4IN4,small_airport,Wilson Airport,39.97529983520508,-87.1802978515625,710.0,IN,Wallace,False,4IN4,,4IN4,,,
5369,4IN5,small_airport,Ball Field,41.344200134277344,-86.14830017089844,825.0,IN,Bourbon,False,4IN5,,4IN5,,,
5370,4IN6,heliport,Dragons Den Heliport,39.745601654052734,-86.64440155029297,934.0,IN,Danvillle,False,4IN6,,4IN6,,,
5371,4IN7,small_airport,Riley Field,40.30089950561523,-87.22920227050781,608.0,IN,Attica,False,4IN7,,4IN7,,,
5372,4IN8,small_airport,Culp Farms Airport,40.86750030517578,-87.06829833984375,673.0,IN,Rensselaer,False,4IN8,,4IN8,,,
5373,4IN9,small_airport,Wawasee Airport,41.41889953613281,-85.69170379638672,880.0,IN,Syracuse,False,4IN9,,4IN9,,,
5374,4IS0,heliport,Joan Graves Edwards Heliport,37.46390151977539,-89.24590301513672,624.0,IL,Anna,False,4IS0,,4IS0,,,
5375,4IS1,small_airport,Kamm Airport,39.77310180664063,-88.44869995117188,672.0,IL,Atwood,False,4IS1,,4IS1,,,
5376,4IS2,heliport,Memorial Hospital Heliport,37.92369842529297,-88.80619812011719,620.0,IL,Chester,False,4IS2,,4IS2,,,
5377,4IS3,heliport,University of Chicago Hospitals Heliport,41.78839874267578,-87.60420227050781,665.0,IL,Chicago,False,4IS3,,4IS3,,,
5378,4IS4,heliport,Harrisburg Medical Center Heliport,37.73059844970703,-88.52369689941406,397.0,IL,Harrisburg,False,4IS4,,4IS4,,,
5379,4IS5,small_airport,Smith Restricted Landing Area,38.258399963378906,-89.93810272216797,420.0,IL,Hecker,False,4IS5,,4IS5,,,
5380,4IS6,small_airport,Hattan Farms Airport,40.93059921264648,-89.12059783935547,710.0,IL,Minonk,False,4IS6,,4IS6,,,
5381,4IS7,small_airport,Litchfield RLA Restricted Landing Area,40.0731010437,-88.3994979858,704.0,IL,Seymour,False,4IS7,,4IS7,,,
5382,4IS8,small_airport,Leigh Farm Airport,40.02170181274414,-89.55010223388672,730.0,IL,Sparland,False,4IS8,,4IS8,,,
5383,4IS9,small_airport,Weidner Airport,39.085899353027344,-89.95890045166016,667.0,IL,Bunker Hill,False,4IS9,,4IS9,,,
5384,4K0,small_airport,Pedro Bay Airport,59.789600372299994,-154.12399292,45.0,AK,Pedro Bay,False,4K0,PDB,4K0,,,
5385,4K5,small_airport,Ouzinkie Airport,57.925362,-152.496715,55.0,AK,Ouzinkie,True,,KOZ,4K5,,https://en.wikipedia.org/wiki/Ouzinkie_Airport,
5386,4KA,small_airport,Tununak Airport,60.575500488281,-165.27200317383,14.0,AK,Tununak,False,4KA,TNK,4KA,,https://en.wikipedia.org/wiki/Tununak_Airport,
5387,4KS1,small_airport,Amar Farms Airport,38.68529891967773,-95.03299713134766,1020.0,KS,Wellsville,False,4KS1,,4KS1,,,
5388,4KS2,small_airport,Ingels Aerodrome,39.01860046386719,-94.95439910888672,960.0,KS,De Soto,False,4KS2,,4KS2,,,
5389,4KS4,heliport,Police Heliport,37.66419982910156,-97.34870147705078,1290.0,KS,Wichita,False,4KS4,,4KS4,,,
5390,4KS6,small_airport,Thomsen Field,38.24169921875,-95.90670013427734,1140.0,KS,Hartford,False,4KS6,,4KS6,,,
5391,4KS7,small_airport,Butler Airpark,37.55889892578125,-97.06500244140624,1310.0,KS,Rose Hill,False,4KS7,,4KS7,,,
5392,4KS8,small_airport,Bursch Private Airport,39.59109878540039,-101.59300231933594,3650.0,KS,Bird City,False,4KS8,,4KS8,,,
5393,4KT4,small_airport,Steele's Bottom Airport,38.826483,-84.81695500000001,495.0,KY,Warsaw,False,4KT4,,4KT4,,,
5394,4KY0,small_airport,J & C Antique Airfield,36.76190185546875,-88.37670135498047,540.0,KY,Hardin,False,4KY0,,4KY0,,,
5395,4KY1,small_airport,Creek Side Landing Airport,36.89500045776367,-85.77279663085938,727.0,KY,Glasgow,False,4KY1,,4KY1,,,
5396,4KY2,heliport,Manchester Memorial Hospital Heliport,37.162498474121094,-83.76190185546875,935.0,KY,Manchester,False,4KY2,,4KY2,,,
5397,4KY3,closed,West Heliport,39.0572,-84.775297,810.0,KY,Burlington,False,,,,,,4KY3
5398,4KY4,small_airport,Moseley Field,37.59249877929688,-87.28109741210938,395.0,KY,Calhoun,False,4KY4,,4KY4,,,
5399,4KY5,small_airport,Weavers Run Airport,38.02859878540039,-83.88999938964844,550.0,KY,West Point,False,4KY5,,4KY5,,,
5400,4KY6,heliport,Jennie Stuart Medical Center Heliport,36.86109924316406,-87.49469757080078,550.0,KY,Hopkinsville,False,4KY6,,4KY6,,,
5401,4KY7,small_airport,Mueller Farm Airport,38.82329940795898,-84.68470001220703,890.0,KY,Verona,False,4KY7,,4KY7,,,
5402,4KY8,small_airport,Shady Acres Airport,37.94580078125,-85.6968994140625,450.0,KY,Shepherdsville,False,4KY8,,4KY8,,,
5403,4KY9,heliport,King's Daughters Medical Center Heliport,38.47079849243164,-82.63500213623047,625.0,KY,Ashland,False,4KY9,,4KY9,,,
5404,4LA0,seaplane_base,Port Sulphur Seaplane Base,29.46269989013672,-89.70279693603516,,LA,Port Sulphur,False,4LA0,,4LA0,,,
5405,4LA1,heliport,Chevron Fourchon Heliport,29.00659942626953,-90.19509887695312,5.0,LA,Leeville,False,4LA1,,4LA1,,,
5406,4LA2,heliport,Green Hill Compressors Heliport,29.076099395751953,-90.28510284423828,3.0,LA,Leeville,False,4LA2,,4LA2,,,
5407,4LA3,small_airport,Feliciana Airpark,30.8078,-91.213303,204.0,LA,Jackson,False,KLA3,,LA3,,,"4LA3, Jackson Airport"
5408,4LA4,heliport,Chevron Usa Inc Heliport,29.221099853515625,-90.21790313720705,,LA,Leeville,False,4LA4,,4LA4,,,
5409,4LA5,heliport,La Haye Center Heliport,30.19070053100586,-92.00900268554688,120.0,LA,Lafayette,False,4LA5,,4LA5,,,
5410,4LA6,heliport,Little Lake Heliport,29.49690055847168,-90.11810302734376,10.0,LA,Lafitte,False,4LA6,,4LA6,,,
5411,4LA7,heliport,West Jefferson Medical Center Heliport,29.89489936828613,-90.09400177001952,2.0,LA,Marrero,False,4LA7,,4LA7,,,
5412,4LA8,small_airport,Overton Private Airport,30.70770072937012,-90.87429809570312,110.0,LA,Clinton,False,4LA8,,4LA8,,,
5413,4LA9,small_airport,Blouin Flightpark Ultralightport,29.73629951477051,-90.63420104980469,10.0,LA,Raceland,False,4LA9,,4LA9,,,
5414,4LL0,small_airport,Ranken Airport,41.835899353027344,-89.09339904785156,785.0,IL,Steward,False,4LL0,,4LL0,,,
5415,4LL1,small_airport,Staton Airport,41.85419845581055,-89.08760070800781,770.0,IL,Steward,False,4LL1,,4LL1,,,
5416,4LL2,heliport,Covenant Medical Center Heliport,40.11309814453125,-88.23419952392578,728.0,IL,Champaign,False,4LL2,,4LL2,,,
5417,4LL3,small_airport,John L Coppernoll Airport,42.30830001831055,-89.9834976196289,930.0,IL,Stockton,False,4LL3,,4LL3,,,
5418,4LL4,small_airport,Enjoy Field,40.97579956054688,-87.99859619140625,685.0,IL,Chebanse,False,4LL4,,4LL4,,,
5419,4LL7,small_airport,Willadae Farms Airport,42.0,-88.66680145263672,850.0,IL,Sycamore,False,4LL7,,4LL7,,,
5420,4LL8,small_airport,Colonial Acres Airport,42.00279998779297,-88.6458969116211,840.0,IL,Sycamore,False,4LL8,,4LL8,,,
5421,4LL9,small_airport,Alan B. Janssen Airport,39.34370040893555,-89.42369842529297,642.0,IL,Morrisonville,False,4LL9,,4LL9,,,
5422,4M0,small_airport,Lake Ann Airway Estates Airport,44.69779968261719,-85.9135971069336,820.0,MI,Traverse City,False,4M0,,4M0,,,
5423,4M5,small_airport,Dermott Municipal Airport,33.487998962402344,-91.44259643554688,135.0,AR,Dermott,False,4M5,,4M5,,,
5424,4M8,small_airport,Clarendon Municipal Airport,34.647998809814446,-91.39440155029295,217.0,AR,Clarendon,False,4M8,,4M8,,,
5425,4MA0,heliport,Burke Heliport,42.23400115966797,-71.35980224609375,240.0,MA,Sherborn,False,4MA0,,4MA0,,,
5426,4MA1,heliport,Bangs Heliport,41.777000427246094,-70.68810272216797,30.0,MA,Wareham,False,4MA1,,4MA1,,,
5427,4MA2,heliport,Dow Jones Heliport,42.162899017333984,-72.55039978027344,200.0,MA,Chicopee,False,4MA2,,4MA2,,,
5428,4MA3,heliport,Millbury Savings/West Heliport,42.19179916381836,-71.76950073242188,393.0,MA,Millbury,False,4MA3,,4MA3,,,
5429,4MA4,heliport,J K L Heliport,41.621498107910156,-71.01309967041016,30.0,MA,New Bedford,False,4MA4,,4MA4,,,
5430,4MA5,heliport,World Trade Center Heliport,42.34930038452149,-71.043701171875,15.0,MA,Boston,False,4MA5,,4MA5,,,
5431,4MA6,heliport,Pleasant Beach Heliport,42.262298583984375,-70.81199645996094,20.0,MA,Cohasset,False,4MA6,,4MA6,,,
5432,4MA7,heliport,Ahearn Heliport,42.19150161743164,-72.45010375976562,280.0,MA,Ludlow,False,4MA7,,4MA7,,,
5433,4MA8,heliport,Pg Heliport,42.28089904785156,-71.03730010986328,10.0,MA,Quincy,False,4MA8,,4MA8,,,
5434,4MA9,heliport,Broad Street Heliport,42.09091567993164,-72.58370208740234,60.0,MA,Springfield,False,4MA9,,4MA9,,,
5435,4MD,heliport,Pier 7 Heliport,39.272222,-76.571667,16.0,MD,Baltimore,False,4MD,,4MD,,,
5436,4MD0,small_airport,Mears Creek Airfield,38.37429809570313,-76.48300170898438,27.0,MD,Lusby,False,4MD0,,4MD0,,,
5437,4MD1,small_airport,Bunting's Field,38.36819839477539,-75.23069763183594,5.0,MD,Berlin,False,4MD1,,4MD1,,,
5438,4MD2,small_airport,Ward's Airport,39.4297981262207,-79.45390319824219,2500.0,MD,Oakland,False,4MD2,,4MD2,,,
5439,4MD3,small_airport,Carey Field,38.439701080322266,-75.1594009399414,23.0,MD,Bishopville,False,4MD3,,4MD3,,,
5440,4MD4,small_airport,Clements Airport,38.340599060058594,-76.73719787597656,105.0,MD,Clements,False,4MD4,,4MD4,,,
5441,4MD5,heliport,Phh Heliport,39.49420166015625,-76.65670013427734,330.0,MD,Hunt Valley,False,4MD5,,4MD5,,,
5442,4MD6,small_airport,Moxley's Airport,39.625,-76.26249694824219,410.0,MD,Dublin,False,4MD6,,4MD6,,,
5443,4MD7,small_airport,Catoctin Crosswind Airport,39.646389,-77.366667,451.0,MD,Thurmont,False,4MD7,,4MD7,,,
5444,4MD8,small_airport,Ijamsville Airport,39.358299255371094,-77.3396987915039,490.0,MD,Frederick,False,4MD8,,4MD8,,,
5445,4MD9,small_airport,St John Airport,39.48059844970703,-76.7605972290039,461.0,MD,Owings Mills,False,4MD9,,4MD9,,,
5446,4ME4,seaplane_base,Lovewell Pond Seaplane Base,44.00680160522461,-70.93360137939453,390.0,ME,Fryeburg,False,4ME4,,4ME4,,,
5447,4ME9,heliport,Norway Heliport,44.209319,-70.531705,380.0,ME,Norway,False,4ME9,,4ME9,,,Stephens Memorial Hospital
5448,4MI0,small_airport,Kriewall Strip,42.83810043334961,-82.96880340576172,765.0,MI,Romeo,False,4MI0,,4MI0,,,
5449,4MI1,small_airport,Air Rahe Airport,41.83060073852539,-83.6874008178711,680.0,MI,Petersburg,False,4MI1,,4MI1,,,
5450,4MI3,small_airport,Phil's Field,42.72779846191406,-86.04029846191406,685.0,MI,Overisel,False,4MI3,,4MI3,,,
5451,4MI4,small_airport,Whitcomb Field,42.1781005859375,-85.6707992553711,915.0,MI,Schoolcraft,False,4MI4,,4MI4,,,
5452,4MI5,heliport,Bps Heliport,43.00699996948242,-82.60130310058594,675.0,MI,Ruby,False,4MI5,,4MI5,,,
5453,4MI6,small_airport,Benedick Airport,41.8577995300293,-86.614501953125,660.0,MI,Three Oaks,False,4MI6,,4MI6,,,
5454,4MI7,small_airport,Witbeck Aerodrone Airport,43.81340026855469,-84.82170104980469,890.0,MI,Farwell,False,4MI7,,4MI7,,,
5455,4MI9,heliport,Promedica Bixby Hospital Heliport,41.91297,-84.048913,821.0,MI,Adrian,False,4MI9,,4MI9,,,
5456,4MN0,small_airport,Skalicky Airstrip,45.66189956665039,-94.57559967041016,1300.0,MN,Albany,False,4MN0,,4MN0,,,
5457,4MN1,small_airport,Hintzman Private Airport,46.65098,-95.354874,1465.0,MN,New York Mills,False,4MN1,,4MN1,,,
5458,4MN2,small_airport,Coot Landing Airport,46.66379928588867,-96.2417984008789,1325.0,MN,Barnsville,False,4MN2,,4MN2,,,
5459,4MN3,heliport,Lexington Heliport,45.31110000610352,-93.15039825439452,1080.0,MN,Ham Lake,False,4MN3,,4MN3,,,
5460,4MN4,small_airport,Mulder Field Inc Airport,44.4557991027832,-96.23059844970705,1669.0,MN,Ivanhoe,False,4MN4,,4MN4,,,
5461,4MN5,small_airport,Kapaun-Wilson Field,45.550498962402,-96.451400756836,1122.0,MN,Graceville,False,4MN5,,4MN5,,,00Y
5462,4MN6,heliport,Sanford Westbrook Clinic Heliport,44.046133000000005,-95.44004100000001,1432.0,MN,Westbrook,False,4MN6,,4MN6,,,
5463,4MN7,closed,Burk Airport,43.8438,-94.285797,1070.0,MN,Amboy,False,,,,,,4MN7
5464,4MN8,small_airport,Myers Field,46.62749862670898,-94.3394012451172,1300.0,MN,Pequot Lakes,False,4MN8,,4MN8,,,
5465,4MO,small_airport,Montgomery-Wehrman Airport,39.01250076293945,-91.41929626464844,778.0,MO,Montgomery City,False,4MO,,4MO,,,
5466,4MO0,small_airport,Fender J H Airport,38.699501037597656,-94.05799865722656,865.0,MO,Kingsville,False,4MO0,,4MO0,,,
5467,4MO2,small_airport,Newcomb Hereford Ranch Airport,40.55839920043945,-92.44190216064452,850.0,MO,Lancaster,False,4MO2,,4MO2,,,
5468,4MO3,small_airport,Schneider Field,39.99169921875,-92.4918975830078,939.0,MO,La Plata,False,4MO3,,4MO3,,,
5469,4MO4,small_airport,Liberty Landing Airport,39.21670150756836,-94.33360290527344,720.0,MO,Liberty,False,4MO4,,4MO4,,,
5470,4MO5,closed,Boehne Field,37.366699,-93.991897,1120.0,MO,Lockwood,False,,,,,,4MO5
5471,4MO6,small_airport,Mark Twain Air Park,39.43889999389648,-91.11820220947266,840.0,MO,Louisiana,False,4MO6,,4MO6,,,
5472,4MO7,small_airport,Crop Care Airport,40.14139938354492,-95.24079895019531,875.0,MO,Mound City,False,4MO7,,4MO7,,,
5473,4MO8,small_airport,Martens Airport,39.20669937133789,-94.26969909667969,720.0,MO,Atherton,False,4MO8,,4MO8,,,
5474,4MO9,small_airport,Friends Field,38.89250183105469,-94.1085968017578,1100.0,MO,Lone Jack,False,4MO9,,4MO9,,,
5475,4MS0,small_airport,Payne Airport,32.300399780273445,-89.85900115966797,359.0,MS,Pelahatchie,False,4MS0,,4MS0,,,
5476,4MS1,heliport,Robinsonville Heliport,34.816666999999995,-90.30291700000001,202.0,MS,Robinsonville,False,4MS1,,4MS1,,,
5477,4MS2,small_airport,Dogwood Acres Airport,32.212100982666016,-90.45030212402344,250.0,MS,Raymond,False,4MS2,,4MS2,,,
5478,4MS3,small_airport,Jeter Field,34.95600128173828,-89.39399719238281,520.0,MS,Sladen,False,4MS3,,4MS3,,,
5479,4MS4,small_airport,Spearman Field,34.157699584960945,-88.76020050048828,270.0,MS,Shannon,False,4MS4,,4MS4,,,
5480,4MS5,small_airport,Bird Nest Airport,31.001399993896484,-88.51699829101562,311.0,MS,Lucedale,False,4MS5,,4MS5,,,
5481,4MS6,heliport,University Hospital Heliport,32.33029937744141,-90.1750030517578,344.0,MS,Jackson,False,4MS6,,4MS6,,,
5482,4MS7,small_airport,Arnold Field,34.748401641845696,-90.28079986572266,195.0,MS,Tunica,False,4MS7,,4MS7,,,
5483,4MS8,heliport,Casino Center Heliport,34.840099334716804,-90.32839965820312,201.0,MS,Tunica,False,4MS8,,4MS8,,,
5484,4MS9,small_airport,Providence Airpark,32.666,-90.067596,240.0,MS,Canton,False,4MS9,,4MS9,,,Cochran Airport
5485,4MT1,small_airport,Kreikemeier Airport,45.820701599121094,-111.1449966430664,4360.0,MT,Belgrade,False,4MT1,,4MT1,,,
5486,4MT7,heliport,Big Sky Medical Center Heliport,45.261111,-111.3,6276.0,MT,Big Sky,False,4MT7,,4MT7,,,
5487,4MT9,small_airport,Boulanger Field Airport,46.030276,-114.18499399999999,3891.0,MT,Darby,False,4MT9,,4MT9,,,
5488,4N0,small_airport,Newman's Airport,42.28889846801758,-85.75,840.0,MI,Kalamazoo,False,4N0,,4N0,,https://en.wikipedia.org/wiki/Newman's_Airport,
5489,4N2,small_airport,Middlesex Valley Airport,42.70949935913086,-77.27549743652344,735.0,NY,Middlesex,False,4N2,,4N2,,,
5490,4N4,small_airport,Lidgerwood Municipal Airport,46.0890998840332,-97.16649627685548,1081.0,ND,Lidgerwood,False,4N4,,4N4,,,
5491,4N7,small_airport,Greene Airport,42.30419921875,-75.78710174560547,935.0,NY,Greene,False,4N7,,4N7,,,
5492,4NA0,small_airport,Lindvig Airstrip,48.0083999633789,-103.59100341796876,2180.0,ND,Williston,False,4NA0,,4NA0,,,
5493,4NA1,small_airport,Ring Rock Ranch Airport,48.25469970703125,-103.6729965209961,2256.0,ND,Williston,False,4NA1,,4NA1,,,
5494,4NA3,small_airport,Peterson Airstrip,48.857200622558594,-101.302001953125,1545.0,ND,Antler,False,4NA3,,4NA3,,,
5495,4NA5,small_airport,Berg Strip,48.28829956054688,-101.8280029296875,2250.0,ND,Berthold,False,4NA5,,4NA5,,,
5496,4NA6,small_airport,Nicks Landing Airport,48.45500183105469,-103.87999725341795,2440.0,ND,Grenora,False,4NA6,,4NA6,,,
5497,4NC0,small_airport,Boyd's Hawks Creek Airport,35.89849853515625,-80.61620330810547,815.0,NC,Mocksville,False,4NC0,,4NC0,,,
5498,4NC1,heliport,Futuristics Heliport,36.529598236083984,-79.30169677734375,520.0,NC,Milton,False,4NC1,,4NC1,,,
5499,4NC2,closed,Bay Creek Airport,35.206437,-76.611511,2.0,NC,Bayboro,False,,,,,,4NC2
5500,4NC3,small_airport,Taylorsville Airport,35.930801,-81.196702,1090.0,NC,Taylorsville,False,,,NC2,,,4NC3
5501,4NC4,heliport,Lowe'S Mooresville Heliport,35.544847,-80.85426899999999,840.0,NC,Mooresville,False,4NC4,,4NC4,,,
5502,4NC5,small_airport,Triple M Airport,34.73040008544922,-77.05049896240234,30.0,NC,Cape Carteret,False,4NC5,,4NC5,,,
5503,4NC6,small_airport,Cane Creek Airport,35.44459915161133,-82.47959899902344,2100.0,NC,Fletcher,False,4NC6,,4NC6,,,
5504,4NC7,small_airport,Peacock STOLport,35.6963005065918,-78.5374984741211,390.0,NC,Garner,False,4NC7,,4NC7,,,
5505,4NC8,small_airport,Buffalo Creek Airport,35.422401428222656,-80.62059783935547,600.0,NC,Concord,False,4NC8,,4NC8,,,
5506,4NC9,small_airport,Lz Carroll STOLport,35.44850158691406,-80.34259796142578,675.0,NC,Gold Hill,False,4NC9,,4NC9,,,
5507,4ND1,small_airport,Knutson Airport,47.79280090332031,-97.15370178222656,880.0,ND,Thompson,False,4ND1,,4ND1,,,
5508,4ND4,small_airport,Pfau Private Airport,48.56389999389648,-100.87999725341795,1455.0,ND,Upham,False,4ND4,,4ND4,,,
5509,4ND8,small_airport,Sanden Airport,46.35409927368164,-97.11699676513672,1065.0,ND,Wyndmere,False,4ND8,,4ND8,,,
5510,4NE0,small_airport,Regier Brothers Airport,40.916099548339844,-101.55999755859376,3363.0,NE,Madrid,False,4NE0,,4NE0,,,
5511,4NE1,small_airport,Mc Millan Ranch Airport,41.7541999817,-99.7546005249,2500.0,NE,Milburn,False,4NE1,,4NE1,,,
5512,4NE3,heliport,Simon Heliport,41.10499954223633,-100.74400329589844,2789.0,NE,North Platte,False,4NE3,,4NE3,,,
5513,4NE8,small_airport,Malone M-Bar Ranch Airport,40.3828010559082,-101.1520004272461,3000.0,NE,Palisade,False,4NE8,,4NE8,,,
5514,4NE9,small_airport,Holzfaster's Airport,40.99919891357422,-101.4469985961914,3305.0,NE,Paxton,False,4NE9,,4NE9,,,
5515,4NJ0,small_airport,Windward Farms Airport,40.44929885864258,-75.0177001953125,425.0,NJ,Rosemont,False,4NJ0,,4NJ0,,,
5516,4NJ1,heliport,Somerset Medical Center Heliport,40.56790161132813,-74.59429931640625,87.0,NJ,Somerville,False,4NJ1,,4NJ1,,,
5517,4NJ2,seaplane_base,Passaic River Seaplane Base,40.82929992675781,-74.12039947509766,,NJ,Rutherford,False,4NJ2,,4NJ2,,,
5518,4NJ3,heliport,Seabrook Heliport,39.61959838867188,-75.4384994506836,30.0,NJ,Salem,False,4NJ3,,4NJ3,,,
5519,4NJ4,heliport,Pse & G Trenton Distribution Helistop,40.28760147094727,-74.67539978027344,85.0,NJ,Lawrenceville,False,4NJ4,,4NJ4,,,
5520,4NJ5,heliport,Raritan Center Heliport,40.49259948730469,-74.52130126953125,10.0,NJ,Sayreville,False,4NJ5,,4NJ5,,,
5521,4NJ6,heliport,Vineland Veterans Home Heliport,39.49509811401367,-75.03070068359375,109.0,NJ,Vineland,False,4NJ6,,4NJ6,,,
5522,4NJ7,heliport,A M Classics Heliport,39.64649963378906,-75.30439758300781,59.0,NJ,Woodstown,False,4NJ7,,4NJ7,,,
5523,4NJ8,small_airport,Peters Airport,40.60010147094727,-74.73290252685547,150.0,NJ,Somerville,False,4NJ8,,4NJ8,,,
5524,4NJ9,heliport,Mack Trucks Helistop,40.57730102539063,-74.59490203857422,90.0,NJ,Somerville,False,4NJ9,,4NJ9,,,
5525,4NK0,heliport,Wca Hospital Heliport,42.0900993347168,-79.23059844970703,1340.0,NY,Jamestown,False,4NK0,,4NK0,,,
5526,4NK1,small_airport,B-Ville Airpark,43.144798278808594,-76.3113021850586,375.0,NY,Baldwinsville,False,4NK1,,4NK1,,,
5527,4NK2,small_airport,Tracy Field,43.145233000000005,-73.41965,455.0,NY,Greenwich,False,4NK2,,4NK2,,,
5528,4NK3,small_airport,Evans Airways Airport,42.67250061035156,-78.96700286865234,940.0,NY,Evans,False,4NK3,,4NK3,,,
5529,4NK4,small_airport,Woodford Airfield,42.82720184326172,-76.02580261230469,1280.0,NY,Fabius,False,4NK4,,4NK4,,,
5530,4NK5,small_airport,Harvs Airport,43.10120010375977,-77.3677978515625,500.0,NY,Macedon,False,4NK5,,4NK5,,,
5531,4NK6,closed,Ag-Alley Airport,43.161097999999996,-77.177498,450.0,NY,Marion,False,,,,,,4NK6
5532,4NK7,heliport,Lightning Tree Farm Heliport,41.8317985534668,-73.65959930419922,945.0,NY,Millbrook,False,4NK7,,4NK7,,,
5533,4NK8,closed,Longwell Airport,43.0009,-74.18710300000001,800.0,NY,Amsterdam,False,,,,,,4NK8
5534,4NK9,heliport,Corporate Park of Staten Island Heliport,40.6171989440918,-74.17579650878906,5.0,NY,Staten Island,False,4NK9,,4NK9,,,
5535,4NY0,small_airport,Mountain View Airpark,44.66889953613281,-73.54620361328125,500.0,NY,Beekmantown,False,4NY0,,4NY0,,,
5536,4NY1,small_airport,Orange Poultry Farm Airport,41.32789993286133,-74.32460021972656,420.0,NY,Chester,False,4NY1,,4NY1,,,
5537,4NY2,seaplane_base,Edo Seaplane Base,40.78340148925781,-73.86620330810547,,NY,College Point,False,4NY2,,4NY2,,,
5538,4NY3,heliport,Greenville Mountain Heliport,41.376111,-79.613056,1044.0,NY,Port Jervis,False,4NY3,,4NY3,,,
5539,4NY4,small_airport,Cross' Farm Airport,42.55950164794922,-73.77210235595703,55.0,NY,Delmar,False,4NY4,,4NY4,,,
5540,4NY5,heliport,Bistrians Heliport,40.98759841918945,-72.17340087890625,70.0,NY,East Hampton,False,4NY5,,4NY5,,,
5541,4NY6,heliport,Station 237 Heliport,42.934799,-77.183601,740.0,NY,Clifton Springs,False,,,,,,4NY6
5542,4NY8,small_airport,Harris Hill Gliderport,42.12089920043945,-76.9011001586914,1709.0,NY,Elmira,False,4NY8,,4NY8,,,
5543,4NY9,heliport,Belmont Park Heliport,40.714500427246094,-73.71040344238281,72.0,NY,Elmont,False,4NY9,,4NY9,,,
5544,4O1,small_airport,Snyder Airport,34.62760162353516,-99.01399993896484,1325.0,OK,Snyder,False,4O1,,4O1,,,
5545,4O6,seaplane_base,Cherokee Seaplane Base,36.58340072631836,-94.91690063476562,739.0,OK,Afton,False,4O6,,4O6,,,
5546,4O7,small_airport,Decker Field,36.37210083007813,-98.17839813232422,1330.0,OK,Meno,False,4O7,,4O7,,,
5547,4OA1,heliport,Fairfield Medical Center Heliport,39.718140999999996,-82.577888,893.0,OH,Lancaster,False,4OA1,,4OA1,,,
5548,4OA8,small_airport,Bowman Airport,40.10860061645508,-84.29969787597656,980.0,OH,Piqua,False,4OA8,,4OA8,,,
5549,4OH0,heliport,Black Heliport,39.98889923095703,-84.1874008178711,930.0,OH,Tipp City,False,4OH0,,4OH0,,,
5550,4OH1,small_airport,Sky Haven Airport,41.71699905395508,-81.10679626464844,940.0,OH,Madison,False,4OH1,,4OH1,,,
5551,4OH2,heliport,Bethesda Hospital Helistop,39.974201,-82.018204,783.0,OH,Zanesville,False,4OH2,,4OH2,,,
5552,4OH3,small_airport,Bieber Field,40.98310089111328,-80.70110321044922,1035.0,OH,North Lima,False,4OH3,,4OH3,,,
5553,4OH4,small_airport,Millertime Airport,39.79280090332031,-83.11720275878906,840.0,OH,Orient,False,4OH4,,4OH4,,,
5554,4OH5,heliport,St Thomas Hospital Heliport,41.09669876098633,-81.5154037475586,983.0,OH,Akron,False,4OH5,,4OH5,,,
5555,4OH6,balloonport,Wingfoot Lake Airship Operations Balloonport,41.009498596191406,-81.35790252685547,1164.0,OH,Akron Suffield,False,4OH6,,4OH6,,,
5556,4OH7,heliport,Holzer Heliport,38.84619903564453,-82.2385025024414,590.0,OH,Gallipolis,False,4OH7,,4OH7,,,
5557,4OH8,small_airport,Huffman Farm Airport,41.5,-84.2499008178711,741.0,OH,Archbold,False,4OH8,,4OH8,,,
5558,4OH9,heliport,Bellevue Hospital Heliport,41.29169845581055,-82.84159851074219,750.0,OH,Bellevue,False,4OH9,,4OH9,,,
5559,4OI0,heliport,Flower Hospital Heliport,41.70840072631836,-83.69219970703125,661.0,OH,Sylvania,False,4OI0,,4OI0,,,
5560,4OI1,heliport,Petro Heliport,39.97169876098633,-81.89510345458984,808.0,OH,Zanesville,False,4OI1,,4OI1,,,
5561,4OI3,heliport,Horizons Heliport,39.12260055541992,-84.40989685058594,508.0,OH,Cincinnati,False,4OI3,,4OI3,,,
5562,4OI5,heliport,Riverside Hospital Heliport,41.66310119628906,-83.51519775390625,605.0,OH,Toledo,False,4OI5,,4OI5,,,
5563,4OI7,small_airport,R & M Aviation Airport,41.45370101928711,-81.97010040283203,690.0,OH,Avon,False,4OI7,,4OI7,,,
5564,4OI8,small_airport,Brocker Field,41.05780029296875,-80.75450134277344,1170.0,OH,Canfield,False,4OI8,,4OI8,,,
5565,4OI9,small_airport,Baisden Airport,39.10219955444336,-82.61070251464844,730.0,OH,Coalton,False,4OI9,,4OI9,,,
